,id,movie,link,date,dist,gross_1995,gross_1996,gross_1997,gross_1998,gross_1999,gross_2000,gross_2001,gross_2002,gross_2003,gross_2004,gross_2005,gross_2006,gross_2007,gross_2008,gross_2009,gross_2010,gross_2011,gross_2012,gross_2013,gross_2014,gross_2015,gross_2016,gross_2017,gross_2018,gross_2019,gross_2020,tickets_1995,tickets_1996,tickets_1997,tickets_1998,tickets_1999,tickets_2000,tickets_2001,tickets_2002,tickets_2003,tickets_2004,tickets_2005,tickets_2006,tickets_2007,tickets_2008,tickets_2009,tickets_2010,tickets_2011,tickets_2012,tickets_2013,tickets_2014,tickets_2015,tickets_2016,tickets_2017,tickets_2018,tickets_2019,tickets_2020
11036,22c3d402021fde6a9653de061022c425,Purple Rain,/movie/Purple-Rain-(1984),1984/07/27,Warner Bros.,,,,,,,,,,,,,,,,,,,,,,1868075,,,,,,,,,,,,,,,,,,,,,,,,,,215962,,,,
1602,4d5bd09edbc562c657d1dc04894aeaaf,Stop Making Sense,/movie/Stop-Making-Sense,1984/10/19,Cinecom,,,,,148443,,,,,,,,,,,,,,,,,,,,,,,,,,29221,,,,,,,,,,,,,,,,,,,,,
1937,7e301ddaa48e3854cb7032dd3a031b44,Blood Simple,/movie/Blood-Simple,1985/01/18,USA Films,,,,,,1690913,,,,,,,,,,,,,,,,,,,,,,,,,,313712,,,,,,,,,,,,,,,,,,,,
12974,b33203612d944ccb02bc7c479b4c1a93,The Goonies,/movie/Goonies-The-(1985),1985/06/07,Warner Bros.,,,,,,,,,,,,,,,,,,,,,,,,,864378,,,,,,,,,,,,,,,,,,,,,,,,,,94364,
10279,42e05705903301ef51954bb9799e4b9f,Back to the Future,/movie/Back-to-the-Future,1985/07/03,Universal,,,,,,,,,,,,,,,,,,,,,12127168,,,,,,,,,,,,,,,,,,,,,,,,,,1438572,,,,,
7600,51b09e6a27970f0b802b5ae0d816a3a2,Shoah,/movie/Shoah,1985/11/01,IFC Films,,,,,,,,,,,,,,,,15642,,,,,,,,,,,,,,,,,,,,,,,,,,1982,,,,,,,,,,
9061,acb37a2730cbd1e9c2a1d7205bcad731,Top Gun,/movie/Top-Gun,1986/05/16,Paramount Pictures,,,,,,,,,,,,,,,,,,,5418430,,,,,,,,,,,,,,,,,,,,,,,,,,666473,,,,,,,
11766,a0298e04effeddb28d12833f88a5852f,Maurice,/movie/Maurice,1987/01/01,,,,,,,,,,,,,,,,,,,,,,,,702674,,,,,,,,,,,,,,,,,,,,,,,,,,78336,,,
9829,ddc8b326d6c92351c83a2a9cc381d60c,Action Jackson,/movie/Action-Jackson,1988/02/12,Lorimar Motion Pi…,,,,,,,,,,,,,,,,,,,,171795,,,,,,,,,,,,,,,,,,,,,,,,,,21027,,,,,,
12412,a5b85beab6b1accfdd961aee00b9365f,Beetle Juice,/movie/Beetlejuice,1988/03/30,Warner Bros.,,,,,,,,,,,,,,,,,,,,,,,,512947,,,,,,,,,,,,,,,,,,,,,,,,,,56306,,
5830,0f425be81dcb6c9f7e908dbdef2c7eba,Mala Noche,/movie/Mala-Noche,1988/05/04,Janus Films,,,,,,,,,,,,,11352,,,,,,,,,,,,,,,,,,,,,,,,,,1650,,,,,,,,,,,,,
13409,ac1ec57dcd986eae331962b6f3578685,Die Hard,/movie/Die-Hard,1988/07/15,20th Century Fox,,,,,,,,,,,,,,,,,,,,,,,,,,1036063,,,,,,,,,,,,,,,,,,,,,,,,,,113107
12069,c3736b70f26763fca79d139b7dd7f903,Pelle the Conqueror,/movie/Pelle-erobreren,1988/12/21,Miramax,,,,,,,,,,,,,,,,,,,,,,,9597,,,,,,,,,,,,,,,,,,,,,,,,,,1069,,,
698,babe874b550adb2d8418f968f47d5140,The Little Mermaid,/movie/Little-Mermaid-The,1989/11/15,Walt Disney,,,29678678,999528,,,,,,,,,,,,,,,,,,,,,,,,,6465942,213118,,,,,,,,,,,,,,,,,,,,,,
12958,c394351a46fdd5bd1a4300de4ad04315,National Lampoon's Christma…,/movie/National-Lampoons-Christmas-Vacation,1989/12/01,Warner Bros.,,,,,,,,,,,,,,,,,,,,,,,,,1385620,7948013,,,,,,,,,,,,,,,,,,,,,,,,,151269,867687
8809,c549e978e0fd72b0977a7c04fca12c6a,Total Recall,/movie/Total-Recall,1990/06/01,Sony Pictures,,,,,,,,,,,,,,,,,,11299,,,,,,,,,,,,,,,,,,,,,,,,,,1419,,,,,,,,
10649,b23e2b53749a7e00c39b5869bbd664bf,Metropolitan,/movie/Metropolitan,1990/08/03,,,,,,,,,,,,,,,,,,,,,,22284,,,,,,,,,,,,,,,,,,,,,,,,,,2643,,,,,
13497,33b771b8d6cd3915ac3b25167ef36a70,The Godfather: Part III,/movie/Godfather-Part-III-The-(1990),1990/12/25,Paramount Pictures,,,,,,,,,,,,,,,,,,,,,,,,,,58097,,,,,,,,,,,,,,,,,,,,,,,,,,6342
13314,22e82ae3e28a8b1128fe9392bf2a28c0,The Garden,/movie/Garden-The-(UK),1990/12/31,International Fil…,,,,,,,,,,,,,,,,,,,,,,,,,5006,,,,,,,,,,,,,,,,,,,,,,,,,,546,
13110,3556f3833dbdce07edf2f5df0eaecdce,Paris is Burning,/movie/Paris-is-Burning-(1991),1991/03/13,Academy Entertain…,,,,,,,,,,,,,,,,,,,,,,,,,125677,,,,,,,,,,,,,,,,,,,,,,,,,,13720,
11724,3400543281144e79bfc692b0fcfa93da,Terminator 2: Judgment Day,/movie/Terminator-2-Judgment-Day,1991/07/02,Sony Pictures,,,,,,,,,,,,,,,,,,,,,,,1605359,,,,,,,,,,,,,,,,,,,,,,,,,,178969,,,
7284,9ac8b2387241e3d849fafc51d126b783,Orlando,/movie/Orlando,1992/01/01,Sony Pictures Cla…,,,,,,,,,,,,,,,,5367945,,,,,,,,,,,,,,,,,,,,,,,,,,680347,,,,,,,,,,
11169,95253798f1a53b35bce49fa5c19ec151,Howards End,/movie/Howards-End,1992/03/13,Sony Pictures Cla…,,,,,,,,,,,,,,,,,,,,,,158317,,,,,,,,,,,,,,,,,,,,,,,,,,18302,,,,
12733,5a99bf41d4951bd89c1dacd454385520,Edward II,/movie/Edward-II-(UK),1992/03/20,Fine Line,,,,,,,,,,,,,,,,,,,,,,,,4826,,,,,,,,,,,,,,,,,,,,,,,,,,529,,
13392,ed78275df95b3a5c4132791b1d9c5074,The Muppet Christmas Carol,/movie/Muppet-Christmas-Carol-The,1992/12/11,Walt Disney,,,,,,,,,,,,,,,,,,,,,,,,,,2745312,,,,,,,,,,,,,,,,,,,,,,,,,,299706
2109,bb90544a4cac99188cc5f8c45f80027a,The Trial,/movie/Trial-The-(1993),1993/01/01,,,,,,,50815,,,,,,,,,,,,,,,,,,,,,,,,,,9427,,,,,,,,,,,,,,,,,,,,
13381,8a42d03f634ce8199568fa0b7eda93b6,Hocus Pocus,/movie/Hocus-Pocus-(1993),1993/07/16,Walt Disney,,,,,,,,,,,,,,,,,,,,,,,,,,4777471,,,,,,,,,,,,,,,,,,,,,,,,,,521557
1905,db8fcef4b25ab112da16bedbdf269d9b,The Nightmare Before Christmas,/movie/Nightmare-Before-Christmas-The,1993/10/13,Walt Disney,,,,,,4756084,,,,,,8658807,14486897,1203250,406085,,,,,79200,,,,,,2286000,,,,,,882390,,,,,,1321955,2105653,167583,54145,,,,,9694,,,,,,249563
12380,ffe112de366db86a2197d350441b2d7a,Schindler's List,/movie/Schindlers-List,1993/12/15,Universal,,,,,,,,,,,,,,,,,,,,,,,,895180,,,,,,,,,,,,,,,,,,,,,,,,,,98263,,
12406,093b7d7f42ea78eb20412069817164aa,Batman: Mask of the Phantasm,/movie/Batman-Mask-of-the-Phantasm,1993/12/25,Warner Bros.,,,,,,,,,,,,,,,,,,,,,,,,604375,,,,,,,,,,,,,,,,,,,,,,,,,,66341,,
108,befe0488e6176cc8cfc5932885fd4e7b,The Lion King,/movie/Lion-King-The,1994/06/15,Walt Disney,12472984,,,,,,,5022506,9696253,,,,,,,,94233351,7284,,,,,,,,,2867352,,,,,,,864458,1608002,,,,,,,,11883146,915,,,,,,,,
305,6e2d35b95a491e2c03410827d1892650,Queen Margot,/movie/Reine-Margot-La,1994/06/17,Miramax,89658,,,,,,,,,,,,,,,,,,,,,,,,,,20611,,,,,,,,,,,,,,,,,,,,,,,,,
56,651775d7710a56ba6da85ccb7665e0b6,Forrest Gump,/movie/Forrest-Gump,1994/07/06,Paramount Pictures,31074434,,,,,,,,,,,,,,,,,,,540777,,,,,,,7143548,,,,,,,,,,,,,,,,,,,66190,,,,,,
229,718037f0db868fed2600b441fdeb4f82,The Mask,/movie/Mask-The,1994/07/29,New Line,1053965,,,,,,,,,,,,,,,,,,,,,,,,,,242290,,,,,,,,,,,,,,,,,,,,,,,,,
308,aa53548e4fe4bbc9f04aaf645e586101,Clear and Present Danger,/movie/Clear-and-Present-Danger,1994/08/03,Paramount Pictures,74720,,,,,,,,,,,,,,,,,,,,,,,,,,17177,,,,,,,,,,,,,,,,,,,,,,,,,
267,586cce5cc6514763b91a8292047d319d,The Adventures of Priscilla…,/movie/Adventures-of-Priscilla-Queen-of-the-Desert-The,1994/08/10,Gramercy,402962,,,,,,,,,,,,,,,,,,,,,,,,,,92634,,,,,,,,,,,,,,,,,,,,,,,,,
318,aece196efe385a2fed02a91293e324be,Color of Night,/movie/Color-of-Night,1994/08/19,Walt Disney,24420,,,,,,,,,,,,,,,,,,,,,,,,,,5613,,,,,,,,,,,,,,,,,,,,,,,,,
8985,0f656e4b446f5303b571b2f729524a5f,Jurassic Park,/movie/Jurassic-Park,1994/08/26,Universal,,,,,,,,,,,,,,,,,,,45385935,,,,,374238,,,,,,,,,,,,,,,,,,,,,5582525,,,,,41079,,
298,03f09e800883078d2f4cd1c2feffd1d5,Milk Money,/movie/Milk-Money,1994/08/31,Paramount Pictures,125013,,,,,,,,,,,,,,,,,,,,,,,,,,28738,,,,,,,,,,,,,,,,,,,,,,,,,
188,d0479fb0498034aa27d60af5657232ac,Quiz Show,/movie/Quiz-Show,1994/09/14,Walt Disney,2920195,,,,,,,,,,,,,,,,,,,,,,,,,,671309,,,,,,,,,,,,,,,,,,,,,,,,,
200,8d39e91f12b556b1ec6c61c39d36e1b9,Blue Sky,/movie/Blue-Sky,1994/09/16,Orion Pictures,2471351,,,,,,,,,,,,,,,,,,,,,,,,,,568126,,,,,,,,,,,,,,,,,,,,,,,,,
114,90c03bf6eda317df3071b05bcdc49787,The Shawshank Redemption,/movie/Shawshank-Redemption-The,1994/09/23,Sony Pictures,11772053,,,,,,,,,,,,,,,,,,,,,,,,,,2706219,,,,,,,,,,,,,,,,,,,,,,,,,
295,36232df42ec8d2c621837f364f5d0b6e,Jason's Lyric,/movie/Jasons-Lyric,1994/09/28,Gramercy,133815,,,,,,,,,,,,,,,,,,,,,,,,,,30762,,,,,,,,,,,,,,,,,,,,,,,,,
228,83b27764f00d45f2b6d05165d3a7f07e,The River Wild,/movie/River-Wild-The,1994/09/30,Universal,1082410,,,,,,,,,,,,,,,,,,,,,,,,,,248829,,,,,,,,,,,,,,,,,,,,,,,,,
223,fc099e0d54e672a6ef3ebe51a2da4391,The Specialist,/movie/Specialist-The,1994/10/07,Warner Bros.,1205413,,,,,,,,,,,,,,,,,,,,,,,,,,277106,,,,,,,,,,,,,,,,,,,,,,,,,
35,d2ae8b8957342edab8af97416f0ec53c,Pulp Fiction,/movie/Pulp-Fiction,1994/10/14,Miramax,44268548,,,,,,,,,,,,,,,,,,,,,,,,,,10176677,,,,,,,,,,,,,,,,,,,,,,,,,
234,d57e160a394a2bd946d6aa3ad1483e3b,Wes Craven's New Nightmare,/movie/New-Nightmare,1994/10/14,New Line,869118,,,,,,,,,,,,,,,,,,,,,,,,,,199797,,,,,,,,,,,,,,,,,,,,,,,,,
153,23c34740de21ec1a3b36480c2211c70d,Hoop Dreams,/movie/Hoop-Dreams,1994/10/14,Fine Line,5758625,,,,,,,,,,,,,,,,,,,,,,,,,,1323821,,,,,,,,,,,,,,,,,,,,,,,,,
256,05f9acb633df0638ee996e0256e80c23,Clerks,/movie/Clerks,1994/10/19,Miramax,481383,,,,,,,,,,,,,,,,,,,,,,,,,,110662,,,,,,,,,,,,,,,,,,,,,,,,,
265,9f400e0208cf19f74a3764456b35eb95,Vanya on 42nd Street,/movie/Vanya-on-42nd-Street,1994/10/19,Sony Pictures,418805,,,,,,,,,,,,,,,,,,,,,,,,,,96277,,,,,,,,,,,,,,,,,,,,,,,,,
164,98928703fb2a33ea65b7bdf1e1e574b4,Bullets Over Broadway,/movie/Bullets-Over-Broadway,1994/10/21,Miramax,4597373,,,,,,,,,,,,,,,,,,,,,,,,,,1056867,,,,,,,,,,,,,,,,,,,,,,,,,
184,5258838947891b1f1ebdd4e8730dfed3,The Last Seduction,/movie/Last-Seduction-The,1994/10/26,October Films,3172270,,,,,,,,,,,,,,,,,,,,,,,,,,729257,,,,,,,,,,,,,,,,,,,,,,,,,
196,873172c1cce3f74e464367f7f0cee176,Stargate,/movie/Stargate,1994/10/28,MGM,2701752,,,,,,,,,,,,,,,,,,,,,,,,,,621092,,,,,,,,,,,,,,,,,,,,,,,,,
144,46d42fbba842cc0cf8d11de9c3bf89b9,The Santa Clause,/movie/Santa-Clause-The,1994/11/11,Walt Disney,7007259,,,,,,,,,,,,,,,,,,,,,,,,,706000,1610864,,,,,,,,,,,,,,,,,,,,,,,,,77074
166,1a58ceabaf6caf9f502e522955d8f2ab,Interview with the Vampire:…,/movie/Interview-with-the-Vampire-(1994),1994/11/11,Warner Bros.,4474164,,,,,,,,,,,,,,,,,,,,,,,,,,1028543,,,,,,,,,,,,,,,,,,,,,,,,,
215,4066745b90aa74746bcb81dc56eee725,Heavenly Creatures,/movie/Heavenly-Creatures,1994/11/16,Miramax,1569711,,,,,,,,,,,,,,,,,,,,,,,,,,360853,,,,,,,,,,,,,,,,,,,,,,,,,
244,e7565dba871e3dee3334b854c534f5cd,The Swan Princess,/movie/Swan-Princess-The,1994/11/18,New Line,642192,,,,,,,,,,,,,,,,,,,,,,,,,,147630,,,,,,,,,,,,,,,,,,,,,,,,,
221,3652d79e314277e20620a25503a18ff2,The Professional,/movie/Leon,1994/11/18,Sony Pictures,1231340,,,,,,,,,,,,,,,,,,,,,,,,,,283066,,,,,,,,,,,,,,,,,,,,,,,,,
169,600e3b424232c67f0045e58377acec4e,Star Trek: Generations,/movie/Star-Trek-Generations,1994/11/18,Paramount Pictures,4216958,,,,,,,,,,,,,,,,,,,,,,,,,,969415,,,,,,,,,,,,,,,,,,,,,,,,,
290,34e68568329a82cef70edfbdaa81315a,Miracle on 34th Street,/movie/Miracle-on-34th-Street,1994/11/18,20th Century Fox,156966,,,,,,,,,,,,,,,,,,,,,,,,,,36084,,,,,,,,,,,,,,,,,,,,,,,,,
219,eb0ebd67fa0002c42d368aa14a4c41f5,To Live,/movie/Huozhe,1994/11/19,Goldwyn Entertain…,1253592,,,,,,,,,,,,,,,,,,,,,,,,,,288182,,,,,,,,,,,,,,,,,,,,,,,,,
236,c9e6cfa83f051e06e3097d0dc44b7d05,Mrs. Parker and the Vicious…,/movie/Mrs-Parker-and-the-Vicious-Circle,1994/11/23,Fine Line,802544,,,,,,,,,,,,,,,,,,,,,,,,,,184492,,,,,,,,,,,,,,,,,,,,,,,,,
211,f46054fb4e1353d51bc9dc6a596a4b76,A Low Down Dirty Shame,/movie/Low-Down-Dirty-Shame-A,1994/11/23,Walt Disney,1980559,,,,,,,,,,,,,,,,,,,,,,,,,,455300,,,,,,,,,,,,,,,,,,,,,,,,,
252,6099d234df0a9944b5bac7f90c3ada35,The Pagemaster,/movie/Pagemaster-The,1994/11/23,20th Century Fox,519284,,,,,,,,,,,,,,,,,,,,,,,,,,119375,,,,,,,,,,,,,,,,,,,,,,,,,
204,2a47c873f78303c010d4ef30c543ba03,Red,/movie/Trois-couleurs-Rouge,1994/11/23,Miramax,2359574,,,,,,,,,,,,,,,,,,,,,,,,,,542430,,,,,,,,,,,,,,,,,,,,,,,,,
151,56cace0d0f96c637a7f7739f95aeb140,Junior,/movie/Junior,1994/11/23,Universal,5911390,,,,,,,,,,,,,,,,,,,,,,,,,,1358940,,,,,,,,,,,,,,,,,,,,,,,,,
254,db19a525f2dc4c22e75c88d23afb5ef8,Cobb,/movie/Cobb,1994/12/02,Warner Bros.,499294,,,,,,,,,,,,,,,,,,,,,,,,,,114780,,,,,,,,,,,,,,,,,,,,,,,,,
287,33a65a9943ee3b90da01e9942a1611a9,Tom & Viv,/movie/Tom-and-Viv,1994/12/02,Miramax,188709,,,,,,,,,,,,,,,,,,,,,,,,,,43381,,,,,,,,,,,,,,,,,,,,,,,,,
55,ea34ae2317bdc137afe575c01b6c0c53,Disclosure,/movie/Disclosure-(1994),1994/12/09,Warner Bros.,31301740,,,,,,,,,,,,,,,,,,,,,,,,,,7195802,,,,,,,,,,,,,,,,,,,,,,,,,
156,8efb76528b9d81d49b95799aa37068ef,Drop Zone,/movie/Drop-Zone,1994/12/09,Paramount Pictures,5465044,,,,,,,,,,,,,,,,,,,,,,,,,,1256331,,,,,,,,,,,,,,,,,,,,,,,,,
81,82fb53e1fd283df69624ebc9c2fe25f8,Nell,/movie/Nell,1994/12/14,20th Century Fox,20914085,,,,,,,,,,,,,,,,,,,,,,,,,,4807835,,,,,,,,,,,,,,,,,,,,,,,,,
23,7190b1dc81cfe82e84e2817b03a7a705,Dumb & Dumber,/movie/Dumb-and-Dumber,1994/12/16,New Line,60671411,,,,,,,,,,,,,,,,,,,,,,,,,,13947450,,,,,,,,,,,,,,,,,,,,,,,,,
157,5e2c8af94777dfe0dc3f9e3dfccca2b6,Speechless,/movie/Speechless,1994/12/16,MGM,5361348,,,,,,,,,,,,,,,,,,,,,,,,,,1232493,,,,,,,,,,,,,,,,,,,,,,,,,
124,f369c3393098beda5af60db59cae6353,Immortal Beloved,/movie/Immortal-Beloved,1994/12/16,Sony Pictures,9090824,,,,,,,,,,,,,,,,,,,,,,,,,,2089844,,,,,,,,,,,,,,,,,,,,,,,,,
243,b256977ad6f55e5fd7d7ceb84e53df85,Mixed Nuts,/movie/Mixed-Nuts,1994/12/21,Sony Pictures,664788,,,,,,,,,,,,,,,,,,,,,,,,,,152824,,,,,,,,,,,,,,,,,,,,,,,,,
62,441a574e8dc51ef5d717ad77be5ed586,Little Women,/movie/Little-Women-(1994),1994/12/21,Sony Pictures,29474280,,,,,,,,,,,,,,,,,,,,,,,,,,6775696,,,,,,,,,,,,,,,,,,,,,,,,,
99,5b2edf2e6d917429b88cac0287b89b67,Ri¢hie Ri¢h,/movie/Richie-Rich,1994/12/21,Warner Bros.,14709190,,,,,,,,,,,,,,,,,,,,,,,,,,3381422,,,,,,,,,,,,,,,,,,,,,,,,,
263,d64845b8ed10c14642c967c88d8eac45,A Man of No Importance,/movie/Man-of-No-Importance-A,1994/12/22,Sony Pictures Cla…,427308,,,,,,,,,,,,,,,,,,,,,,,,,,98231,,,,,,,,,,,,,,,,,,,,,,,,,
194,91abc359de40287fba911d79478d2def,Death and the Maiden,/movie/Death-and-the-Maiden,1994/12/23,Fine Line,2705259,,,,,,,,,,,,,,,,,,,,,,,,,,621898,,,,,,,,,,,,,,,,,,,,,,,,,
112,0eb979ec5694b631158c1211ff1aeb42,Street Fighter,/movie/Street-Fighter,1994/12/23,Universal,11920295,,,,,,,,,,,,,,,,,,,,,,,,,,2740297,,,,,,,,,,,,,,,,,,,,,,,,,
20,6d62740e4ae1bf03d078c17f9fa56254,Legends of the Fall,/movie/Legends-of-the-Fall-(1996),1994/12/23,Sony Pictures,66020491,,,,,,,,,,,,,,,,,,,,,,,,,,15177124,,,,,,,,,,,,,,,,,,,,,,,,,
216,e49110f7e0604d0c875279299ba6da41,Safe Passage,/movie/Safe-Passage,1994/12/23,New Line,1517700,,,,,,,,,,,,,,,,,,,,,,,,,,348896,,,,,,,,,,,,,,,,,,,,,,,,,
37,d2e595806612d5c7703820556c273e1d,Nobody's Fool,/movie/Nobodys-Fool-(1994),1994/12/23,Paramount Pictures,39007303,,,,,,,,,,,,,,,,,,,,,,,,,,8967196,,,,,,,,,,,,,,,,,,,,,,,,,
106,c6039ec7673a409b87f5752771c6b0cd,I.Q.,/movie/I-Q,1994/12/25,Paramount Pictures,13201318,,,,,,,,,,,,,,,,,,,,,,,,,,3034785,,,,,,,,,,,,,,,,,,,,,,,,,
80,04545e8d72cc5bfb8241a183c2826091,The Jungle Book,/movie/Jungle-Book-The-(1994),1994/12/25,Walt Disney,20975770,,,,,,,,,,,,,,,,,,,,,,,,,,4822016,,,,,,,,,,,,,,,,,,,,,,,,,
167,c53661a1e5f2f4492f84dcba23960880,Ready to Wear,/movie/Pret-a-Porter,1994/12/25,Miramax,4469411,,,,,,,,,,,,,,,,,,,,,,,,,,1027450,,,,,,,,,,,,,,,,,,,,,,,,,
97,2bb54570a53774251591a43b057388e4,The Madness of King George,/movie/Madness-of-King-George-The,1994/12/28,Goldwyn Entertain…,15019414,,,,,,,,,,,,,,,,,,,,,,,,,,3452738,,,,,,,,,,,,,,,,,,,,,,,,,
66,3c1ad7efd6d0a070383d3ddd0e8a8d9d,Houseguest,/movie/Houseguest,1995/01/06,Walt Disney,26325256,,,,,,,,,,,,,,,,,,,,,,,,,,6051782,,,,,,,,,,,,,,,,,,,,,,,,,
39,83bcc1984b3fbbb42bf9b4eedfcb98de,Higher Learning,/movie/Higher-Learning,1995/01/11,Sony Pictures,38023585,,,,,,,,,,,,,,,,,,,,,,,,,,8741054,,,,,,,,,,,,,,,,,,,,,,,,,
115,5a9b64b0a9524e3791efe68ee82727ff,Far from Home: The Adventur…,/movie/Far-from-Home-The-Adventures-of-Yellow-Dog,1995/01/13,20th Century Fox,11380788,,,,,,,,,,,,,,,,,,,,,,,,,,2616273,,,,,,,,,,,,,,,,,,,,,,,,,
79,1d9105e280b2d638449296c6ee9a8d82,Tales from the Crypt: Demon…,/movie/Tales-from-the-Crypt-Demon-Knight,1995/01/13,Universal,21089146,,,,,,,,,,,,,,,,,,,,,,,,,,4848079,,,,,,,,,,,,,,,,,,,,,,,,,
89,638a157f9f331341eb5e883bdf44edf4,Murder in the First,/movie/Murder-in-the-First,1995/01/20,Warner Bros.,17300238,,,,,,,,,,,,,,,,,,,,,,,,,,3977066,,,,,,,,,,,,,,,,,,,,,,,,,
213,8922a54ddfbfd0707d110a047f3e5eb3,Strawberry and Chocolate,/movie/Fresa-y-chocolate,1995/01/20,Miramax,1918424,,,,,,,,,,,,,,,,,,,,,,,,,,441017,,,,,,,,,,,,,,,,,,,,,,,,,
310,8dcb2134b61083c316c2cdd1c00ffa9d,S.F.W.,/movie/S-F-W,1995/01/20,Gramercy,63649,,,,,,,,,,,,,,,,,,,,,,,,,,14631,,,,,,,,,,,,,,,,,,,,,,,,,
313,15c2fcf4d41b8208e24f6c380a4f118a,Erotique,/movie/Erotique,1995/01/20,Group 1,57595,,,,,,,,,,,,,,,,,,,,,,,,,,13240,,,,,,,,,,,,,,,,,,,,,,,,,
180,32c24f620ff3e9e06e8a1767f5134e32,Bad Company,/movie/Bad-Company-(1995),1995/01/20,Walt Disney,3523909,,,,,,,,,,,,,,,,,,,,,,,,,,810094,,,,,,,,,,,,,,,,,,,,,,,,,
158,0662fa8dc7f3da14788de45ea73cd771,Before Sunrise,/movie/Before-Sunrise,1995/01/27,Sony Pictures,5274005,,,,,,,,,,,,,,,,,,,,,,,,,,1212414,,,,,,,,,,,,,,,,,,,,,,,,,
102,906b1282dec2fbece776741931874b08,Highlander: The Final Dimen…,/movie/Highlander-The-Final-Dimension,1995/01/27,Miramax,13738574,,,,,,,,,,,,,,,,,,,,,,,,,,3158292,,,,,,,,,,,,,,,,,,,,,,,,,
317,fa8d41b12f889d8b8d2702ef30b2ea48,Tsahal,/movie/Tsahal-(1994-France),1995/01/27,New Yorker,38773,,,,,,,,,,,,,,,,,,,,,,,,,,8913,,,,,,,,,,,,,,,,,,,,,,,,,
159,ad786cacf24f1206bc2fdf9fa1058215,Miami Rhapsody,/movie/Miami-Rhapsody,1995/01/27,Walt Disney,5086578,,,,,,,,,,,,,,,,,,,,,,,,,,1169328,,,,,,,,,,,,,,,,,,,,,,,,,
22,bbaa245a047da1309350db6b80fe10f5,The Living Sea,/movie/Living-Sea-The,1995/02/01,IMAX Films,64800000,,,,,,,,,,,,,,,,,,,,,,,,,,14896551,,,,,,,,,,,,,,,,,,,,,,,,,
149,d669a45f44940ba074070494f5d5062c,The Secret of Roan Inish,/movie/Secret-of-Roan-Inish-The,1995/02/03,First Look,6101815,,,,,,,,,,,,,,,,,,,,,,,,,,1402716,,,,,,,,,,,,,,,,,,,,,,,,,
74,6e3181a85850e0ee03dafecc7d6ae560,Boys on the Side,/movie/Boys-on-the-Side,1995/02/03,Warner Bros.,23418200,,,,,,,,,,,,,,,,,,,,,,,,,,5383494,,,,,,,,,,,,,,,,,,,,,,,,,
137,419beebd49b12ade6528fa4471ea4016,The Jerky Boys,/movie/Jerky-Boys-The,1995/02/03,Walt Disney,7555256,,,,,,,,,,,,,,,,,,,,,,,,,,1736840,,,,,,,,,,,,,,,,,,,,,,,,,
126,c24fe39ec6d2a47b2208b18ca59f2f7c,In the Mouth of Madness,/movie/In-the-Mouth-of-Madness,1995/02/03,New Line,8924549,,,,,,,,,,,,,,,,,,,,,,,,,,2051620,,,,,,,,,,,,,,,,,,,,,,,,,
189,c3cd2eb06839810f8151c298cf3ab252,Shallow Grave,/movie/Shallow-Grave,1995/02/10,Gramercy,2834250,,,,,,,,,,,,,,,,,,,,,,,,,,651551,,,,,,,,,,,,,,,,,,,,,,,,,
68,5f4fa35c803b685f666acd1f4823de1a,Billy Madison,/movie/Billy-Madison,1995/02/10,Universal,25460475,,,,,,,,,,,,,,,,,,,,,,,,,,5852982,,,,,,,,,,,,,,,,,,,,,,,,,
85,35f2fb6dd9fd38d93d1483fddd737d4e,The Quick and the Dead,/movie/Quick-and-the-Dead-The,1995/02/10,Sony Pictures,18552460,,,,,,,,,,,,,,,,,,,,,,,,,,4264933,,,,,,,,,,,,,,,,,,,,,,,,,
292,108fe606801a22728ce561a416107353,Mr. Payback: An Interactive…,/movie/Mr-Payback-An-Interactive-Movie,1995/02/17,Interfilm,144961,,,,,,,,,,,,,,,,,,,,,,,,,,33324,,,,,,,,,,,,,,,,,,,,,,,,,
87,5795a0754334e7dae9832c70b8707c7a,Heavy Weights,/movie/Heavy-Weights,1995/02/17,Walt Disney,17671310,,,,,,,,,,,,,,,,,,,,,,,,,,4062370,,,,,,,,,,,,,,,,,,,,,,,,,
43,7093527711a05dba92e7047a82cbe69f,Just Cause,/movie/Just-Cause,1995/02/17,Warner Bros.,36853222,,,,,,,,,,,,,,,,,,,,,,,,,,8472005,,,,,,,,,,,,,,,,,,,,,,,,,
34,1e65afcbcd2aeca9097e3bef0c58ada5,The Brady Bunch Movie,/movie/Brady-Bunch-Movie-The,1995/02/17,Paramount Pictures,46546167,,,,,,,,,,,,,,,,,,,,,,,,,,10700268,,,,,,,,,,,,,,,,,,,,,,,,,
148,13b2d5ad92d85c3b6bcec5d990a3d6bd,The Hunted,/movie/Hunted-The-(1995),1995/02/24,Universal,6420615,,,,,,,,,,,,,,,,,,,,,,,,,,1476003,,,,,,,,,,,,,,,,,,,,,,,,,
207,0eb452234faebb2f64ead8f0906fac65,Once Were Warriors,/movie/Once-Were-Warriors,1995/02/24,Fine Line,2201126,,,,,,,,,,,,,,,,,,,,,,,,,,506005,,,,,,,,,,,,,,,,,,,,,,,,,
262,383070cbaa646f3853abff1e689c202b,Before the Rain,/movie/Before-the-Rain,1995/02/24,Gramercy,431105,,,,,,,,,,,,,,,,,,,,,,,,,,99104,,,,,,,,,,,,,,,,,,,,,,,,,
