,tconst,movie,link,runtime,genres,day,month,year,dist,gross_1995,gross_1996,gross_1997,gross_1998,gross_1999,gross_2000,gross_2001,gross_2002,gross_2003,gross_2004,gross_2005,gross_2006,gross_2007,gross_2008,gross_2009,gross_2010,gross_2011,gross_2012,gross_2013,gross_2014,gross_2015,gross_2016,gross_2017,gross_2018,gross_2019,gross_2020,tickets_1995,tickets_1996,tickets_1997,tickets_1998,tickets_1999,tickets_2000,tickets_2001,tickets_2002,tickets_2003,tickets_2004,tickets_2005,tickets_2006,tickets_2007,tickets_2008,tickets_2009,tickets_2010,tickets_2011,tickets_2012,tickets_2013,tickets_2014,tickets_2015,tickets_2016,tickets_2017,tickets_2018,tickets_2019,tickets_2020
117,tt0101798,Edward II,/movie/Edward-II-(UK),87,"Drama,History,Romance",20,03,1992,Fine Line,,,,,,,,,,,,,,,,,,,,,,,,4826.0,,,,,,,,,,,,,,,,,,,,,,,,,,529.0,,
118,tt0104940,The Muppet Christmas Carol,/movie/Muppet-Christmas-Carol-The,85,"Comedy,Drama,Family",11,12,1992,Walt Disney,,,,,,,,,,,,,,,,,,,,,,,,,,2745312.0,,,,,,,,,,,,,,,,,,,,,,,,,,299706.0
119,tt0108388,The Trial,/movie/Trial-The-(1993),120,"Drama,Thriller",01,01,1993,,,,,,,50815.0,,,,,,,,,,,,,,,,,,,,,,,,,,9427.0,,,,,,,,,,,,,,,,,,,,
120,tt0107120,Hocus Pocus,/movie/Hocus-Pocus-(1993),96,"Comedy,Family,Fantasy",16,07,1993,Walt Disney,,,,,,,,,,,,,,,,,,,,,,,,,,4777471.0,,,,,,,,,,,,,,,,,,,,,,,,,,521557.0
121,tt0107688,The Nightmare Before Christmas,/movie/Nightmare-Before-Christmas-The,76,"Animation,Family,Fantasy",13,10,1993,Walt Disney,,,,,,4756084.0,,,,,,8658807.0,14486897.0,1203250.0,406085.0,,,,,79200.0,,,,,,2286000.0,,,,,,882390.0,,,,,,1321955.0,2105653.0,167583.0,54145.0,,,,,9694.0,,,,,,249563.0
122,tt0108052,Schindler's List,/movie/Schindlers-List,195,"Biography,Drama,History",15,12,1993,Universal,,,,,,,,,,,,,,,,,,,,,,,,895180.0,,,,,,,,,,,,,,,,,,,,,,,,,,98263.0,,
123,tt0106364,Batman: Mask of the Phantasm,/movie/Batman-Mask-of-the-Phantasm,76,"Action,Animation,Crime",25,12,1993,Warner Bros.,,,,,,,,,,,,,,,,,,,,,,,,604375.0,,,,,,,,,,,,,,,,,,,,,,,,,,66341.0,,
124,tt0110357,The Lion King,/movie/Lion-King-The,88,"Adventure,Animation,Drama",15,06,1994,Walt Disney,12472984.0,,,,,,,5022506.0,9696253.0,,,,,,,,94233351.0,7284.0,,,,,,,,,2867352.0,,,,,,,864458.0,1608002.0,,,,,,,,11883146.0,915.0,,,,,,,,
125,tt0110963,Queen Margot,/movie/Reine-Margot-La,159,"Biography,Drama,History",17,06,1994,Miramax,89658.0,,,,,,,,,,,,,,,,,,,,,,,,,,20611.0,,,,,,,,,,,,,,,,,,,,,,,,,
126,tt0109830,Forrest Gump,/movie/Forrest-Gump,142,"Drama,Romance",06,07,1994,Paramount Pictures,31074434.0,,,,,,,,,,,,,,,,,,,540777.0,,,,,,,7143548.0,,,,,,,,,,,,,,,,,,,66190.0,,,,,,
127,tt0110475,The Mask,/movie/Mask-The,101,"Action,Comedy,Crime",29,07,1994,New Line,1053965.0,,,,,,,,,,,,,,,,,,,,,,,,,,242290.0,,,,,,,,,,,,,,,,,,,,,,,,,
128,tt0109444,Clear and Present Danger,/movie/Clear-and-Present-Danger,141,"Action,Crime,Drama",03,08,1994,Paramount Pictures,74720.0,,,,,,,,,,,,,,,,,,,,,,,,,,17177.0,,,,,,,,,,,,,,,,,,,,,,,,,
130,tt0109456,Color of Night,/movie/Color-of-Night,121,"Mystery,Romance,Thriller",19,08,1994,Walt Disney,24420.0,,,,,,,,,,,,,,,,,,,,,,,,,,5613.0,,,,,,,,,,,,,,,,,,,,,,,,,
131,tt0107290,Jurassic Park,/movie/Jurassic-Park,127,"Action,Adventure,Sci-Fi",26,08,1994,Universal,,,,,,,,,,,,,,,,,,,45385935.0,,,,,374238.0,,,,,,,,,,,,,,,,,,,,,5582525.0,,,,,41079.0,,
132,tt0110516,Milk Money,/movie/Milk-Money,110,"Comedy,Romance",31,08,1994,Paramount Pictures,125013.0,,,,,,,,,,,,,,,,,,,,,,,,,,28738.0,,,,,,,,,,,,,,,,,,,,,,,,,
133,tt0110932,Quiz Show,/movie/Quiz-Show,133,"Biography,Drama,History",14,09,1994,Walt Disney,2920195.0,,,,,,,,,,,,,,,,,,,,,,,,,,671309.0,,,,,,,,,,,,,,,,,,,,,,,,,
134,tt0109306,Blue Sky,/movie/Blue-Sky,101,"Drama,Romance",16,09,1994,Orion Pictures,2471351.0,,,,,,,,,,,,,,,,,,,,,,,,,,568126.0,,,,,,,,,,,,,,,,,,,,,,,,,
135,tt0111161,The Shawshank Redemption,/movie/Shawshank-Redemption-The,142,Drama,23,09,1994,Sony Pictures,11772053.0,,,,,,,,,,,,,,,,,,,,,,,,,,2706219.0,,,,,,,,,,,,,,,,,,,,,,,,,
136,tt0110186,Jason's Lyric,/movie/Jasons-Lyric,119,"Crime,Drama,Romance",28,09,1994,Gramercy,133815.0,,,,,,,,,,,,,,,,,,,,,,,,,,30762.0,,,,,,,,,,,,,,,,,,,,,,,,,
137,tt0110997,The River Wild,/movie/River-Wild-The,111,"Adventure,Crime,Thriller",30,09,1994,Universal,1082410.0,,,,,,,,,,,,,,,,,,,,,,,,,,248829.0,,,,,,,,,,,,,,,,,,,,,,,,,
138,tt0111255,The Specialist,/movie/Specialist-The,110,"Action,Drama,Thriller",07,10,1994,Warner Bros.,1205413.0,,,,,,,,,,,,,,,,,,,,,,,,,,277106.0,,,,,,,,,,,,,,,,,,,,,,,,,
139,tt0110912,Pulp Fiction,/movie/Pulp-Fiction,154,"Crime,Drama",14,10,1994,Miramax,44268548.0,,,,,,,,,,,,,,,,,,,,,,,,,,10176677.0,,,,,,,,,,,,,,,,,,,,,,,,,
140,tt0111686,Wes Craven's New Nightmare,/movie/New-Nightmare,112,"Fantasy,Horror,Mystery",14,10,1994,New Line,869118.0,,,,,,,,,,,,,,,,,,,,,,,,,,199797.0,,,,,,,,,,,,,,,,,,,,,,,,,
141,tt0110057,Hoop Dreams,/movie/Hoop-Dreams,170,"Documentary,Drama,Sport",14,10,1994,Fine Line,5758625.0,,,,,,,,,,,,,,,,,,,,,,,,,,1323821.0,,,,,,,,,,,,,,,,,,,,,,,,,
142,tt0109445,Clerks,/movie/Clerks,92,Comedy,19,10,1994,Miramax,481383.0,,,,,,,,,,,,,,,,,,,,,,,,,,110662.0,,,,,,,,,,,,,,,,,,,,,,,,,
143,tt0111590,Vanya on 42nd Street,/movie/Vanya-on-42nd-Street,119,"Comedy,Drama,Romance",19,10,1994,Sony Pictures,418805.0,,,,,,,,,,,,,,,,,,,,,,,,,,96277.0,,,,,,,,,,,,,,,,,,,,,,,,,
144,tt0109348,Bullets Over Broadway,/movie/Bullets-Over-Broadway,98,"Comedy,Crime",21,10,1994,Miramax,4597373.0,,,,,,,,,,,,,,,,,,,,,,,,,,1056867.0,,,,,,,,,,,,,,,,,,,,,,,,,
145,tt0110308,The Last Seduction,/movie/Last-Seduction-The,110,"Crime,Drama,Romance",26,10,1994,October Films,3172270.0,,,,,,,,,,,,,,,,,,,,,,,,,,729257.0,,,,,,,,,,,,,,,,,,,,,,,,,
146,tt0111282,Stargate,/movie/Stargate,116,"Action,Adventure,Sci-Fi",28,10,1994,MGM,2701752.0,,,,,,,,,,,,,,,,,,,,,,,,,,621092.0,,,,,,,,,,,,,,,,,,,,,,,,,
147,tt0111070,The Santa Clause,/movie/Santa-Clause-The,97,"Comedy,Drama,Family",11,11,1994,Walt Disney,7007259.0,,,,,,,,,,,,,,,,,,,,,,,,,706000.0,1610864.0,,,,,,,,,,,,,,,,,,,,,,,,,77074.0
149,tt0110005,Heavenly Creatures,/movie/Heavenly-Creatures,99,"Biography,Crime,Drama",16,11,1994,Miramax,1569711.0,,,,,,,,,,,,,,,,,,,,,,,,,,360853.0,,,,,,,,,,,,,,,,,,,,,,,,,
150,tt0111333,The Swan Princess,/movie/Swan-Princess-The,93,"Animation,Comedy,Family",18,11,1994,New Line,642192.0,,,,,,,,,,,,,,,,,,,,,,,,,,147630.0,,,,,,,,,,,,,,,,,,,,,,,,,
151,tt0110413,The Professional,/movie/Leon,,,18,11,1994,Sony Pictures,1231340.0,,,,,,,,,,,,,,,,,,,,,,,,,,283066.0,,,,,,,,,,,,,,,,,,,,,,,,,
152,tt0111280,Star Trek: Generations,/movie/Star-Trek-Generations,118,"Action,Adventure,Mystery",18,11,1994,Paramount Pictures,4216958.0,,,,,,,,,,,,,,,,,,,,,,,,,,969415.0,,,,,,,,,,,,,,,,,,,,,,,,,
153,tt0110527,Miracle on 34th Street,/movie/Miracle-on-34th-Street,114,"Family,Fantasy",18,11,1994,20th Century Fox,156966.0,,,,,,,,,,,,,,,,,,,,,,,,,,36084.0,,,,,,,,,,,,,,,,,,,,,,,,,
154,tt0110081,To Live,/movie/Huozhe,133,"Drama,War",19,11,1994,Goldwyn Entertain…,1253592.0,,,,,,,,,,,,,,,,,,,,,,,,,,288182.0,,,,,,,,,,,,,,,,,,,,,,,,,
156,tt0110399,A Low Down Dirty Shame,/movie/Low-Down-Dirty-Shame-A,108,"Action,Comedy,Crime",23,11,1994,Walt Disney,1980559.0,,,,,,,,,,,,,,,,,,,,,,,,,,455300.0,,,,,,,,,,,,,,,,,,,,,,,,,
157,tt0110763,The Pagemaster,/movie/Pagemaster-The,80,"Adventure,Animation,Comedy",23,11,1994,20th Century Fox,519284.0,,,,,,,,,,,,,,,,,,,,,,,,,,119375.0,,,,,,,,,,,,,,,,,,,,,,,,,
158,tt0111495,Red,/movie/Trois-couleurs-Rouge,,,23,11,1994,Miramax,2359574.0,,,,,,,,,,,,,,,,,,,,,,,,,,542430.0,,,,,,,,,,,,,,,,,,,,,,,,,
159,tt0110216,Junior,/movie/Junior,109,"Comedy,Romance,Sci-Fi",23,11,1994,Universal,5911390.0,,,,,,,,,,,,,,,,,,,,,,,,,,1358940.0,,,,,,,,,,,,,,,,,,,,,,,,,
160,tt0109450,Cobb,/movie/Cobb,128,"Biography,Drama,Sport",02,12,1994,Warner Bros.,499294.0,,,,,,,,,,,,,,,,,,,,,,,,,,114780.0,,,,,,,,,,,,,,,,,,,,,,,,,
161,tt0111454,Tom & Viv,/movie/Tom-and-Viv,125,"Biography,Drama,Romance",02,12,1994,Miramax,188709.0,,,,,,,,,,,,,,,,,,,,,,,,,,43381.0,,,,,,,,,,,,,,,,,,,,,,,,,
162,tt0109635,Disclosure,/movie/Disclosure-(1994),128,"Drama,Thriller",09,12,1994,Warner Bros.,31301740.0,,,,,,,,,,,,,,,,,,,,,,,,,,7195802.0,,,,,,,,,,,,,,,,,,,,,,,,,
163,tt0109676,Drop Zone,/movie/Drop-Zone,101,"Action,Adventure,Thriller",09,12,1994,Paramount Pictures,5465044.0,,,,,,,,,,,,,,,,,,,,,,,,,,1256331.0,,,,,,,,,,,,,,,,,,,,,,,,,
164,tt0110638,Nell,/movie/Nell,112,Drama,14,12,1994,20th Century Fox,20914085.0,,,,,,,,,,,,,,,,,,,,,,,,,,4807835.0,,,,,,,,,,,,,,,,,,,,,,,,,
166,tt0111256,Speechless,/movie/Speechless,99,"Comedy,Romance",16,12,1994,MGM,5361348.0,,,,,,,,,,,,,,,,,,,,,,,,,,1232493.0,,,,,,,,,,,,,,,,,,,,,,,,,
167,tt0110116,Immortal Beloved,/movie/Immortal-Beloved,121,"Biography,Drama,Music",16,12,1994,Sony Pictures,9090824.0,,,,,,,,,,,,,,,,,,,,,,,,,,2089844.0,,,,,,,,,,,,,,,,,,,,,,,,,
168,tt0110538,Mixed Nuts,/movie/Mixed-Nuts,97,"Comedy,Drama",21,12,1994,Sony Pictures,664788.0,,,,,,,,,,,,,,,,,,,,,,,,,,152824.0,,,,,,,,,,,,,,,,,,,,,,,,,
169,tt0110367,Little Women,/movie/Little-Women-(1994),115,"Drama,Family,Romance",21,12,1994,Sony Pictures,29474280.0,,,,,,,,,,,,,,,,,,,,,,,,,,6775696.0,,,,,,,,,,,,,,,,,,,,,,,,,
170,tt0110989,Ri¢hie Ri¢h,/movie/Richie-Rich,95,"Comedy,Family",21,12,1994,Warner Bros.,14709190.0,,,,,,,,,,,,,,,,,,,,,,,,,,3381422.0,,,,,,,,,,,,,,,,,,,,,,,,,
171,tt0110455,A Man of No Importance,/movie/Man-of-No-Importance-A,99,"Comedy,Drama",22,12,1994,Sony Pictures Cla…,427308.0,,,,,,,,,,,,,,,,,,,,,,,,,,98231.0,,,,,,,,,,,,,,,,,,,,,,,,,
172,tt0109579,Death and the Maiden,/movie/Death-and-the-Maiden,103,"Drama,Mystery,Thriller",23,12,1994,Fine Line,2705259.0,,,,,,,,,,,,,,,,,,,,,,,,,,621898.0,,,,,,,,,,,,,,,,,,,,,,,,,
174,tt0110322,Legends of the Fall,/movie/Legends-of-the-Fall-(1996),133,"Drama,Romance,War",23,12,1994,Sony Pictures,66020491.0,,,,,,,,,,,,,,,,,,,,,,,,,,15177124.0,,,,,,,,,,,,,,,,,,,,,,,,,
175,tt0111054,Safe Passage,/movie/Safe-Passage,98,Drama,23,12,1994,New Line,1517700.0,,,,,,,,,,,,,,,,,,,,,,,,,,348896.0,,,,,,,,,,,,,,,,,,,,,,,,,
176,tt0110684,Nobody's Fool,/movie/Nobodys-Fool-(1994),110,"Comedy,Drama",23,12,1994,Paramount Pictures,39007303.0,,,,,,,,,,,,,,,,,,,,,,,,,,8967196.0,,,,,,,,,,,,,,,,,,,,,,,,,
177,tt0110099,I.Q.,/movie/I-Q,100,"Comedy,Romance",25,12,1994,Paramount Pictures,13201318.0,,,,,,,,,,,,,,,,,,,,,,,,,,3034785.0,,,,,,,,,,,,,,,,,,,,,,,,,
178,tt0110213,The Jungle Book,/movie/Jungle-Book-The-(1994),111,"Adventure,Family,Romance",25,12,1994,Walt Disney,20975770.0,,,,,,,,,,,,,,,,,,,,,,,,,,4822016.0,,,,,,,,,,,,,,,,,,,,,,,,,
179,tt0110907,Ready to Wear,/movie/Pret-a-Porter,133,"Comedy,Drama",25,12,1994,Miramax,4469411.0,,,,,,,,,,,,,,,,,,,,,,,,,,1027450.0,,,,,,,,,,,,,,,,,,,,,,,,,
180,tt0110428,The Madness of King George,/movie/Madness-of-King-George-The,110,"Biography,Comedy,Drama",28,12,1994,Goldwyn Entertain…,15019414.0,,,,,,,,,,,,,,,,,,,,,,,,,,3452738.0,,,,,,,,,,,,,,,,,,,,,,,,,
181,tt0110066,Houseguest,/movie/Houseguest,113,Comedy,06,01,1995,Walt Disney,26325256.0,,,,,,,,,,,,,,,,,,,,,,,,,,6051782.0,,,,,,,,,,,,,,,,,,,,,,,,,
182,tt0113305,Higher Learning,/movie/Higher-Learning,127,"Crime,Drama,Thriller",11,01,1995,Sony Pictures,38023585.0,,,,,,,,,,,,,,,,,,,,,,,,,,8741054.0,,,,,,,,,,,,,,,,,,,,,,,,,
185,tt0113870,Murder in the First,/movie/Murder-in-the-First,122,"Drama,Thriller",20,01,1995,Warner Bros.,17300238.0,,,,,,,,,,,,,,,,,,,,,,,,,,3977066.0,,,,,,,,,,,,,,,,,,,,,,,,,
186,tt0106966,Strawberry and Chocolate,/movie/Fresa-y-chocolate,108,"Comedy,Drama,Romance",20,01,1995,Miramax,1918424.0,,,,,,,,,,,,,,,,,,,,,,,,,,441017.0,,,,,,,,,,,,,,,,,,,,,,,,,
187,tt0111048,S.F.W.,/movie/S-F-W,96,"Comedy,Drama",20,01,1995,Gramercy,63649.0,,,,,,,,,,,,,,,,,,,,,,,,,,14631.0,,,,,,,,,,,,,,,,,,,,,,,,,
188,tt0109742,Erotique,/movie/Erotique,120,Drama,20,01,1995,Group 1,57595.0,,,,,,,,,,,,,,,,,,,,,,,,,,13240.0,,,,,,,,,,,,,,,,,,,,,,,,,
189,tt0112443,Bad Company,/movie/Bad-Company-(1995),108,"Crime,Drama,Thriller",20,01,1995,Walt Disney,3523909.0,,,,,,,,,,,,,,,,,,,,,,,,,,810094.0,,,,,,,,,,,,,,,,,,,,,,,,,
190,tt0112471,Before Sunrise,/movie/Before-Sunrise,101,"Drama,Romance",27,01,1995,Sony Pictures,5274005.0,,,,,,,,,,,,,,,,,,,,,,,,,,1212414.0,,,,,,,,,,,,,,,,,,,,,,,,,
192,tt0111510,Tsahal,/movie/Tsahal-(1994-France),316,Documentary,27,01,1995,New Yorker,38773.0,,,,,,,,,,,,,,,,,,,,,,,,,,8913.0,,,,,,,,,,,,,,,,,,,,,,,,,
193,tt0113808,Miami Rhapsody,/movie/Miami-Rhapsody,95,"Comedy,Romance",27,01,1995,Walt Disney,5086578.0,,,,,,,,,,,,,,,,,,,,,,,,,,1169328.0,,,,,,,,,,,,,,,,,,,,,,,,,
195,tt0111112,The Secret of Roan Inish,/movie/Secret-of-Roan-Inish-The,103,"Drama,Family,Fantasy",03,02,1995,First Look,6101815.0,,,,,,,,,,,,,,,,,,,,,,,,,,1402716.0,,,,,,,,,,,,,,,,,,,,,,,,,
196,tt0112571,Boys on the Side,/movie/Boys-on-the-Side,115,"Comedy,Drama",03,02,1995,Warner Bros.,23418200.0,,,,,,,,,,,,,,,,,,,,,,,,,,5383494.0,,,,,,,,,,,,,,,,,,,,,,,,,
197,tt0110189,The Jerky Boys,/movie/Jerky-Boys-The,82,"Comedy,Crime",03,02,1995,Walt Disney,7555256.0,,,,,,,,,,,,,,,,,,,,,,,,,,1736840.0,,,,,,,,,,,,,,,,,,,,,,,,,
198,tt0113409,In the Mouth of Madness,/movie/In-the-Mouth-of-Madness,95,"Drama,Horror,Mystery",03,02,1995,New Line,8924549.0,,,,,,,,,,,,,,,,,,,,,,,,,,2051620.0,,,,,,,,,,,,,,,,,,,,,,,,,
199,tt0111149,Shallow Grave,/movie/Shallow-Grave,89,"Crime,Thriller",10,02,1995,Gramercy,2834250.0,,,,,,,,,,,,,,,,,,,,,,,,,,651551.0,,,,,,,,,,,,,,,,,,,,,,,,,
200,tt0112508,Billy Madison,/movie/Billy-Madison,89,Comedy,10,02,1995,Universal,25460475.0,,,,,,,,,,,,,,,,,,,,,,,,,,5852982.0,,,,,,,,,,,,,,,,,,,,,,,,,
201,tt0114214,The Quick and the Dead,/movie/Quick-and-the-Dead-The,107,"Action,Romance,Thriller",10,02,1995,Sony Pictures,18552460.0,,,,,,,,,,,,,,,,,,,,,,,,,,4264933.0,,,,,,,,,,,,,,,,,,,,,,,,,
204,tt0113501,Just Cause,/movie/Just-Cause,102,"Action,Crime,Drama",17,02,1995,Warner Bros.,36853222.0,,,,,,,,,,,,,,,,,,,,,,,,,,8472005.0,,,,,,,,,,,,,,,,,,,,,,,,,
205,tt0112572,The Brady Bunch Movie,/movie/Brady-Bunch-Movie-The,90,Comedy,17,02,1995,Paramount Pictures,46546167.0,,,,,,,,,,,,,,,,,,,,,,,,,,10700268.0,,,,,,,,,,,,,,,,,,,,,,,,,
206,tt0113360,The Hunted,/movie/Hunted-The-(1995),111,"Action,Drama,Thriller",24,02,1995,Universal,6420615.0,,,,,,,,,,,,,,,,,,,,,,,,,,1476003.0,,,,,,,,,,,,,,,,,,,,,,,,,
207,tt0110729,Once Were Warriors,/movie/Once-Were-Warriors,102,"Crime,Drama",24,02,1995,Fine Line,2201126.0,,,,,,,,,,,,,,,,,,,,,,,,,,506005.0,,,,,,,,,,,,,,,,,,,,,,,,,
208,tt0110882,Before the Rain,/movie/Before-the-Rain,113,"Drama,War",24,02,1995,Gramercy,431105.0,,,,,,,,,,,,,,,,,,,,,,,,,,99104.0,,,,,,,,,,,,,,,,,,,,,,,,,
209,tt0114888,The Walking Dead,/movie/Walking-Dead-The,88,"Action,Drama,War",24,02,1995,Savoy,6014340.0,,,,,,,,,,,,,,,,,,,,,,,,,,1382606.0,,,,,,,,,,,,,,,,,,,,,,,,,
210,tt0114614,Tank Girl,/movie/Tank-Girl,104,"Action,Comedy,Sci-Fi",01,03,1995,MGM,4064333.0,,,,,,,,,,,,,,,,,,,,,,,,,,934329.0,,,,,,,,,,,,,,,,,,,,,,,,,
211,tt0113303,Hideaway,/movie/Hideaway,106,"Fantasy,Horror,Thriller",03,03,1995,Sony Pictures,12201255.0,,,,,,,,,,,,,,,,,,,,,,,,,,2804886.0,,,,,,,,,,,,,,,,,,,,,,,,,
212,tt0114296,Roommates,/movie/Roommates,108,"Comedy,Drama",03,03,1995,Walt Disney,12076989.0,,,,,,,,,,,,,,,,,,,,,,,,,,2776319.0,,,,,,,,,,,,,,,,,,,,,,,,,
213,tt0109759,Exotica,/movie/Exotica,103,Drama,03,03,1995,Miramax,3504510.0,,,,,,,,,,,,,,,,,,,,,,,,,,805634.0,,,,,,,,,,,,,,,,,,,,,,,,,
214,tt0113762,The Mangler,/movie/Mangler-The,106,"Horror,Mystery",03,03,1995,New Line,1781000.0,,,,,,,,,,,,,,,,,,,,,,,,,,409425.0,,,,,,,,,,,,,,,,,,,,,,,,,
215,tt0113755,Man of the House,/movie/Man-of-the-House-(1995),96,"Comedy,Family",03,03,1995,Walt Disney,40029009.0,,,,,,,,,,,,,,,,,,,,,,,,,,9202071.0,,,,,,,,,,,,,,,,,,,,,,,,,
216,tt0111309,The Sum of Us,/movie/Sum-of-Us-The,100,"Comedy,Drama",08,03,1995,Goldwyn Entertain…,766000.0,,,,,,,,,,,,,,,,,,,,,,,,,,176091.0,,,,,,,,,,,,,,,,,,,,,,,,,
217,tt0110598,Muriel's Wedding,/movie/Muriels-Wedding,106,"Comedy,Drama",10,03,1995,Miramax,15185000.0,,,,,,,,,,,,,,,,,,,,,,,,,,3490804.0,,,,,,,,,,,,,,,,,,,,,,,,,
218,tt0114069,Outbreak,/movie/Outbreak,127,"Action,Drama,Thriller",10,03,1995,Warner Bros.,67823573.0,,,,,,,,,,,,,,,,,,,,,,,,,,15591625.0,,,,,,,,,,,,,,,,,,,,,,,,,
219,tt0112679,Circle of Friends,/movie/Circle-of-Friends,103,"Drama,Romance",15,03,1995,Savoy,23389975.0,,,,,,,,,,,,,,,,,,,,,,,,,,5377005.0,,,,,,,,,,,,,,,,,,,,,,,,,
221,tt0112606,Bye Bye Love,/movie/Bye-Bye-Love,106,Comedy,17,03,1995,20th Century Fox,12073560.0,,,,,,,,,,,,,,,,,,,,,,,,,,2775531.0,,,,,,,,,,,,,,,,,,,,,,,,,
222,tt0113691,Losing Isaiah,/movie/Losing-Isaiah,111,Drama,17,03,1995,Paramount Pictures,7564608.0,,,,,,,,,,,,,,,,,,,,,,,,,,1738990.0,,,,,,,,,,,,,,,,,,,,,,,,,
223,tt0109771,Farinelli,/movie/Farinelli-(France)-(1995),111,"Biography,Drama,Music",17,03,1995,Sony Pictures Cla…,1434847.0,,,,,,,,,,,,,,,,,,,,,,,,,,329849.0,,,,,,,,,,,,,,,,,,,,,,,,,
224,tt0116332,For Better or Worse,/movie/For-Better-or-Worse,105,"Action,Comedy,Drama",19,03,1995,Columbia,41628.0,,,,,,,,,,,,,,,,,,,,,,,,,,9569.0,,,,,,,,,,,,,,,,,,,,,,,,,
225,tt0110889,Priest,/movie/Priest,105,"Drama,Romance",24,03,1995,Miramax,4165845.0,,,,,,,,,,,,,,,,,,,,,,,,,,957665.0,,,,,,,,,,,,,,,,,,,,,,,,,
226,tt0109217,Bar Girls,/movie/Bar-Girls,93,Drama,24,03,1995,Orion Classics,397566.0,,,,,,,,,,,,,,,,,,,,,,,,,,91394.0,,,,,,,,,,,,,,,,,,,,,,,,,
227,tt0109642,Dolores Claiborne,/movie/Dolores-Claiborne,132,"Crime,Drama,Mystery",24,03,1995,Sony Pictures,24262193.0,,,,,,,,,,,,,,,,,,,,,,,,,,5577515.0,,,,,,,,,,,,,,,,,,,,,,,,,
228,tt0111359,Tall Tale,/movie/Tall-Tale,96,"Adventure,Family,Fantasy",24,03,1995,Walt Disney,8247627.0,,,,,,,,,,,,,,,,,,,,,,,,,,1896006.0,,,,,,,,,,,,,,,,,,,,,,,,,
229,tt0110443,Major Payne,/movie/Major-Payne,95,"Adventure,Comedy,Family",24,03,1995,Universal,29412050.0,,,,,,,,,,,,,,,,,,,,,,,,,,6761390.0,,,,,,,,,,,,,,,,,,,,,,,,,
230,tt0114210,A Pyromaniac's Love Story,/movie/Pyromaniacs-Love-Story-A,94,"Comedy,Romance",28,03,1995,Walt Disney,468240.0,,,,,,,,,,,,,,,,,,,,,,,,,,107641.0,,,,,,,,,,,,,,,,,,,,,,,,,
231,tt0112393,Art for Teachers of Children,/movie/Art-for-Teachers-of-Children-(1995),82,"Biography,Drama,Romance",31,03,1995,Zeitgeist,1424.0,,,,,,,,,,,,,,,,,,,,,,,,,,327.0,,,,,,,,,,,,,,,,,,,,,,,,,
232,tt0113133,Funny Bones,/movie/Funny-Bones,128,"Comedy,Drama",31,03,1995,Walt Disney,529135.0,,,,,,,,,,,,,,,,,,,,,,,,,,121640.0,,,,,,,,,,,,,,,,,,,,,,,,,
233,tt0114694,Tommy Boy,/movie/Tommy-Boy,97,"Adventure,Comedy",31,03,1995,Paramount Pictures,32648673.0,,,,,,,,,,,,,,,,,,,,,,,,,,7505442.0,,,,,,,,,,,,,,,,,,,,,,,,,
234,tt0113463,Jefferson in Paris,/movie/Jefferson-in-Paris,139,"Biography,Drama,History",31,03,1995,Walt Disney,2461628.0,,,,,,,,,,,,,,,,,,,,,,,,,,565891.0,,,,,,,,,,,,,,,,,,,,,,,,,
237,tt0113198,A Goofy Movie,/movie/Goofy-Movie-A,78,"Adventure,Animation,Comedy",07,04,1995,Walt Disney,35336439.0,,,,,,,,,,,,,,,,,,,,,,,,,,8123319.0,,,,,,,,,,,,,,,,,,,,,,,,,
238,tt0109093,Amateur,/movie/Amateur,105,"Comedy,Crime,Drama",07,04,1995,Sony Pictures Cla…,757088.0,,,,,,,,,,,,,,,,,,,,,,,,,,174043.0,,,,,,,,,,,,,,,,,,,,,,,,,
239,tt0112883,Don Juan DeMarco,/movie/Don-Juan-DeMarco,97,"Comedy,Drama,Romance",07,04,1995,New Line,22032635.0,,,,,,,,,,,,,,,,,,,,,,,,,,5064973.0,,,,,,,,,,,,,,,,,,,,,,,,,
240,tt0114287,Rob Roy,/movie/Rob-Roy,139,"Adventure,Biography,Drama",07,04,1995,MGM,31390587.0,,,,,,,,,,,,,,,,,,,,,,,,,,7216226.0,,,,,,,,,,,,,,,,,,,,,,,,,
241,tt0112442,Bad Boys,/movie/Bad-Boys,119,"Action,Comedy,Crime",07,04,1995,Sony Pictures,65647413.0,,,,,,,,,,,,,,,,,,,,,,,,,,15091359.0,,,,,,,,,,,,,,,,,,,,,,,,,
242,tt0114571,Stuart Saves His Family,/movie/Stuart-Saves-His-Family,95,"Comedy,Drama",12,04,1995,Paramount Pictures,911310.0,,,,,,,,,,,,,,,,,,,,,,,,,,209496.0,,,,,,,,,,,,,,,,,,,,,,,,,
243,tt0114108,The Pebble and the Penguin,/movie/Pebble-and-the-Penguin-The,74,"Adventure,Animation,Comedy",12,04,1995,MGM,3939728.0,,,,,,,,,,,,,,,,,,,,,,,,,,905684.0,,,,,,,,,,,,,,,,,,,,,,,,,
244,tt0113500,Jury Duty,/movie/Jury-Duty,88,Comedy,12,04,1995,Sony Pictures,16941552.0,,,,,,,,,,,,,,,,,,,,,,,,,,3894609.0,,,,,,,,,,,,,,,,,,,,,,,,,
